Fecha,Medidor [W],Refrigerator,Clothes washer,Clothes Iron,Computer,Oven,Play,TV,Sound system
2018-08-07 00:00:00,210.365,62.184609952622516,5.131537483521182,8.726085364628663,8.665807901423246,0.0,10.766561695607182,0.0,51.28539323737053
2018-08-07 00:01:00,246.814,73.19771551623423,13.046517860335761,13.83413096306308,5.586498510472007,0.0,8.638991696582979,42.2925177349334,26.612628134092386
2018-08-07 00:02:00,210.651,61.84955923763182,5.692737481032526,9.152712812593633,8.621086006439942,0.0,10.80824020975027,0.0,50.92166307073347
2018-08-07 00:03:00,231.878,70.98162452833748,11.467198987301282,12.953408896547405,6.511313069422498,0.0,9.41287018956229,23.218560259852428,33.7280293159666
2018-08-07 00:04:00,179.724,0.0,0.0,0.0,11.868581650042158,0.0,8.033523927914239,0.0,96.21688926694773
2018-08-07 00:05:00,200.295,43.08303273056681,0.0,4.024630429304918,10.421486908821514,0.0,11.608497541191266,0.0,67.55234822488455
2018-08-07 00:06:00,200.36,42.94921836801136,0.0,4.314814797004553,10.409733230686946,0.0,11.65615039797039,0.0,67.4250806081542
2018-08-07 00:07:00,200.36,42.65181194563837,0.0,4.5551109023632,10.411583335828405,0.0,11.70755023131965,0.0,67.42894202600752
2018-08-07 00:08:00,200.36,42.354397800486836,0.0,4.795372747470765,10.413435876854157,0.0,11.758947302732489,0.0,67.43284835083323
2018-08-07 00:09:00,244.8,70.24441003475397,13.486676561281612,14.14093792506468,5.560137185671609,0.0,8.674479090013014,42.31162284466065,26.776743042107547
2018-08-07 00:10:00,244.332,69.83330440912027,13.52024230006997,14.166012494794142,5.566778237142837,0.0,8.686440464788094,42.077138098287804,26.877086091767406
2018-08-07 00:11:00,253.627,71.47907378667844,14.506097358448178,14.814307453885883,5.202990255586368,0.0,8.444393232571159,51.67130717788713,23.90382737168882
2018-08-07 00:12:00,244.038,69.13015470942555,13.652545901598156,14.25674084092593,5.55065124900564,0.0,8.688353127317036,42.31261353282572,26.841938127721946
2018-08-07 00:13:00,254.634,71.15133800094644,14.74270934279104,14.97671242501495,5.1499680232859175,0.0,8.423016607329089,53.04893339027694,23.536322946302324
2018-08-07 00:14:00,251.129,70.35547824815596,14.412693354877824,14.757449199254427,5.273184121027101,0.0,8.505022376807807,49.643088092133645,24.577084607743245
2018-08-07 00:15:00,248.754,69.8953154056695,14.175068744140583,14.607577265329512,5.3768353099426225,0.0,8.58117191131819,47.09749856072753,25.41552843929215
2018-08-07 00:16:00,1383.708,1143.8859588992043,5.983726369169846,47.84194924140585,3.4273744224303315,19.770203518672755,6.1567175232096565,75.30715762395309,17.729844921084133
2018-08-07 00:17:00,1356.751,1118.1946333535502,6.049086169518803,47.0601724244501,3.440674085363907,18.48849807269998,6.2145849940717595,76.10725027098428,17.591096915039117
2018-08-07 00:18:00,1371.043,1131.5142306430446,6.103949591460525,47.41876321040292,3.4333512286708903,19.33062337530112,6.188123808041158,75.78169443280554,17.66734449881506
2018-08-07 00:19:00,1353.894,1115.1010077102874,6.166500066320997,46.90809681218109,3.4416860086491625,18.554239346997853,6.225796656960227,76.31222162506228,17.579547294040715
2018-08-07 00:20:00,1352.774,1113.8455569537564,6.2251614091480985,46.84056510948268,3.4420434747848665,18.602976767506107,6.2307851898356335,76.40647811872877,17.57539340346201
2018-08-07 00:21:00,1235.802,1003.0131172614163,6.446175684916743,43.55969687988592,3.485507333983568,13.026578122559677,6.441271905998909,79.29610102541713,16.928512426543453
2018-08-07 00:22:00,1276.1,1041.0169764773902,6.3546083553967225,44.64201549775817,3.4773093172526877,14.894577139139699,6.387021803550198,78.55052365313159,17.171963638708345
2018-08-07 00:23:00,1330.08,1091.803130088734,6.405074025453882,46.103205837704444,3.4525318856851346,17.755570536261438,6.284702905835507,77.20930914471741,17.461482342739973
2018-08-07 00:24:00,1325.813,1087.5734640036953,6.464287977831375,45.94864319152849,3.454408693399675,17.642615819046473,6.29599959941392,77.38777523229699,17.440779072593422
